Temp A (K)	Temp B (K)	Current (A)	Voltage (V)	R (ohm)
201.490000	197.740000	0.000100	0.000497	4.972868
201.470000	197.730000	0.000100	0.000498	4.983407
201.470000	197.720000	0.000100	0.000497	4.971605
201.460000	197.700000	0.000100	0.000498	4.976243
201.440000	197.690000	0.000100	0.000498	4.980459
201.440000	197.680000	0.000100	0.000498	4.977508
201.420000	197.660000	0.000100	0.000498	4.980881
201.420000	197.650000	0.000100	0.000497	4.974558
201.410000	197.640000	0.000100	0.000498	4.980036
201.390000	197.630000	0.000100	0.000498	4.979191
201.390000	197.610000	0.000100	0.000498	4.980035
201.370000	197.600000	0.000100	0.000498	4.984670
201.360000	197.590000	0.000100	0.000498	4.975821
201.360000	197.570000	0.000100	0.000498	4.984249
201.340000	197.570000	0.000100	0.000498	4.975400
201.330000	197.550000	0.000100	0.000498	4.984249
201.320000	197.540000	0.000100	0.000498	4.978349
201.310000	197.520000	0.000100	0.000498	4.981722
201.300000	197.510000	0.000100	0.000499	4.993102
201.280000	197.500000	0.000100	0.000498	4.983826
201.280000	197.490000	0.000100	0.000498	4.977926
201.270000	197.480000	0.000100	0.000499	4.985936
201.260000	197.460000	0.000100	0.000499	4.985092
201.240000	197.450000	0.000100	0.000498	4.977083
201.230000	197.440000	0.000100	0.000498	4.984250
201.230000	197.420000	0.000100	0.000498	4.978350
201.220000	197.410000	0.000100	0.000498	4.980035
201.210000	197.400000	0.000100	0.000498	4.981298
201.190000	197.390000	0.000100	0.000497	4.972868
201.190000	197.370000	0.000100	0.000498	4.981721
201.170000	197.360000	0.000100	0.000498	4.983829
201.160000	197.350000	0.000100	0.000499	4.985935
201.140000	197.340000	0.000100	0.000498	4.977504
201.140000	197.330000	0.000100	0.000498	4.980035
201.130000	197.300000	0.000100	0.000499	4.986356
201.130000	197.300000	0.000100	0.000499	4.985935
201.110000	197.290000	0.000100	0.000498	4.979189
201.100000	197.280000	0.000100	0.000498	4.982140
201.080000	197.260000	0.000100	0.000499	4.990572
201.080000	197.250000	0.000100	0.000500	4.995207
201.070000	197.230000	0.000100	0.000498	4.983828
201.060000	197.220000	0.000100	0.000499	4.988464
201.040000	197.210000	0.000100	0.000498	4.982567
201.040000	197.190000	0.000100	0.000498	4.983407
201.030000	197.180000	0.000100	0.000499	4.991836
201.020000	197.170000	0.000100	0.000499	4.989729
201.010000	197.160000	0.000100	0.000499	4.989731
200.990000	197.140000	0.000100	0.000499	4.985091
200.990000	197.130000	0.000100	0.000499	4.985936
200.980000	197.120000	0.000100	0.000499	4.985933
200.960000	197.110000	0.000100	0.000499	4.987201
200.950000	197.090000	0.000100	0.000499	4.988042
200.950000	197.080000	0.000100	0.000499	4.993525
200.930000	197.070000	0.000100	0.000499	4.989308
200.920000	197.060000	0.000100	0.000499	4.989727
200.910000	197.050000	0.000100	0.000500	4.999424
200.900000	197.030000	0.000100	0.000498	4.980879
200.880000	197.020000	0.000100	0.000499	4.985092
200.880000	197.000000	0.000100	0.000499	4.994788
200.870000	196.990000	0.000100	0.000500	4.997314
200.850000	196.980000	0.000100	0.000501	5.005746
200.840000	196.960000	0.000100	0.000499	4.993945
200.850000	196.950000	0.000100	0.000499	4.990994
200.830000	196.940000	0.000100	0.000500	4.996053
200.820000	196.930000	0.000100	0.000499	4.994370
200.800000	196.910000	0.000100	0.000499	4.991838
200.790000	196.900000	0.000100	0.000499	4.989726
200.790000	196.900000	0.000100	0.000500	4.995633
200.770000	196.880000	0.000100	0.000500	4.998580
200.770000	196.860000	0.000100	0.000499	4.985515
200.760000	196.850000	0.000100	0.000499	4.988044
200.750000	196.840000	0.000100	0.000498	4.982563
200.730000	196.830000	0.000100	0.000499	4.992259
200.720000	196.820000	0.000100	0.000500	4.999002
200.710000	196.800000	0.000100	0.000499	4.992258
200.710000	196.790000	0.000100	0.000500	4.996052
200.700000	196.780000	0.000100	0.000499	4.994788
200.680000	196.760000	0.000100	0.000500	4.999424
200.670000	196.750000	0.000100	0.000499	4.994366
200.660000	196.730000	0.000100	0.000500	4.998581
200.660000	196.720000	0.000100	0.000500	4.997738
200.630000	196.720000	0.000100	0.000501	5.008697
200.630000	196.700000	0.000100	0.000499	4.985513
200.620000	196.690000	0.000100	0.000500	4.996050
200.610000	196.670000	0.000100	0.000499	4.993098
200.600000	196.660000	0.000100	0.000500	4.999003
200.590000	196.650000	0.000100	0.000500	4.997317
200.590000	196.640000	0.000100	0.000500	4.998582
200.570000	196.630000	0.000100	0.000500	4.999846
200.560000	196.600000	0.000100	0.000500	5.003218
200.550000	196.600000	0.000100	0.000500	4.999001
200.540000	196.590000	0.000100	0.000499	4.990993
200.530000	196.580000	0.000100	0.000500	5.000267
200.510000	196.560000	0.000100	0.000499	4.994366
200.500000	196.550000	0.000100	0.000500	5.001954
200.480000	196.540000	0.000100	0.000500	5.000267
200.450000	196.520000	0.000100	0.000499	4.993942
200.430000	196.510000	0.000100	0.000500	5.000690
200.410000	196.500000	0.000100	0.000499	4.988465
200.360000	196.480000	0.000100	0.000500	4.999003
200.330000	196.470000	0.000100	0.000501	5.012068
200.290000	196.460000	0.000100	0.000500	5.004061
200.250000	196.440000	0.000100	0.000500	5.001530
200.240000	196.430000	0.000100	0.000500	5.001531
200.200000	196.420000	0.000100	0.000500	5.000266
200.190000	196.410000	0.000100	0.000500	5.000269
200.170000	196.400000	0.000100	0.000500	5.003218
200.120000	196.380000	0.000100	0.000500	5.002796
200.110000	196.370000	0.000100	0.000500	4.998999
200.070000	196.360000	0.000100	0.000500	5.000686
200.050000	196.340000	0.000100	0.000500	5.004906
200.020000	196.340000	0.000100	0.000500	5.000265
199.990000	196.320000	0.000100	0.000499	4.992679
199.980000	196.310000	0.000100	0.000500	5.003217
199.960000	196.290000	0.000100	0.000501	5.005745
199.940000	196.280000	0.000100	0.000500	5.004480
199.940000	196.270000	0.000100	0.000499	4.990991
199.920000	196.260000	0.000100	0.000501	5.009962
199.910000	196.240000	0.000100	0.000500	5.004900
199.890000	196.230000	0.000100	0.000500	5.004904
199.880000	196.220000	0.000100	0.000501	5.005744
199.860000	196.200000	0.000100	0.000501	5.007857
199.840000	196.190000	0.000100	0.000501	5.011648
199.830000	196.180000	0.000100	0.000503	5.025136
199.820000	196.170000	0.000100	0.000501	5.012489
199.810000	196.150000	0.000100	0.000501	5.012487
199.780000	196.140000	0.000100	0.000501	5.012068
199.790000	196.130000	0.000100	0.000500	5.004478
199.760000	196.110000	0.000100	0.000501	5.013335
199.750000	196.100000	0.000100	0.000501	5.009535
199.730000	196.090000	0.000100	0.000501	5.011222
199.720000	196.070000	0.000100	0.000501	5.006168
199.710000	196.060000	0.000100	0.000501	5.013333
199.700000	196.050000	0.000100	0.000501	5.007010
199.680000	196.040000	0.000100	0.000501	5.005325
199.670000	196.020000	0.000100	0.000500	5.003637
199.660000	196.010000	0.000100	0.000502	5.015857
199.640000	196.000000	0.000100	0.000501	5.011227
199.630000	195.980000	0.000100	0.000501	5.010379
199.600000	195.970000	0.000100	0.000501	5.009117
199.590000	195.960000	0.000100	0.000501	5.014175
199.580000	195.950000	0.000100	0.000500	5.003213
199.560000	195.930000	0.000100	0.000501	5.005324
199.550000	195.920000	0.000100	0.000501	5.011645
199.540000	195.910000	0.000100	0.000501	5.010381
199.530000	195.900000	0.000100	0.000502	5.016706
199.510000	195.880000	0.000100	0.000503	5.025555
199.500000	195.870000	0.000100	0.000502	5.016703
199.480000	195.860000	0.000100	0.000502	5.015860
199.470000	195.840000	0.000100	0.000502	5.015860
199.460000	195.840000	0.000100	0.000502	5.016704
199.440000	195.820000	0.000100	0.000501	5.012913
199.420000	195.810000	0.000100	0.000501	5.013330
199.410000	195.790000	0.000100	0.000501	5.011222
199.390000	195.780000	0.000100	0.000501	5.013331
199.390000	195.770000	0.000100	0.000501	5.012913
199.370000	195.760000	0.000100	0.000501	5.009116
199.350000	195.750000	0.000100	0.000502	5.019236
199.340000	195.730000	0.000100	0.000502	5.017548
199.330000	195.720000	0.000100	0.000502	5.015021
199.310000	195.710000	0.000100	0.000501	5.010805
199.300000	195.700000	0.000100	0.000501	5.008699
199.290000	195.680000	0.000100	0.000502	5.015866
199.270000	195.670000	0.000100	0.000502	5.016284
199.260000	195.650000	0.000100	0.000501	5.014599
199.240000	195.640000	0.000100	0.000502	5.024713
199.230000	195.620000	0.000100	0.000501	5.014176
199.210000	195.620000	0.000100	0.000502	5.023870
199.200000	195.600000	0.000100	0.000502	5.020501
199.190000	195.590000	0.000100	0.000502	5.023028
199.170000	195.580000	0.000100	0.000502	5.019234
199.170000	195.570000	0.000100	0.000502	5.016282
199.150000	195.560000	0.000100	0.000503	5.025558
199.130000	195.540000	0.000100	0.000502	5.017967
199.120000	195.520000	0.000100	0.000502	5.023869
199.110000	195.510000	0.000100	0.000502	5.022607
199.090000	195.500000	0.000100	0.000502	5.016706
199.070000	195.490000	0.000100	0.000502	5.020919
199.060000	195.470000	0.000100	0.000502	5.016286
199.050000	195.460000	0.000100	0.000502	5.019235
199.040000	195.460000	0.000100	0.000502	5.018813
199.020000	195.440000	0.000100	0.000502	5.021339
199.000000	195.420000	0.000100	0.000502	5.023027
199.000000	195.410000	0.000100	0.000502	5.018810
198.970000	195.400000	0.000100	0.000502	5.021343
198.950000	195.390000	0.000100	0.000502	5.016707
198.950000	195.380000	0.000100	0.000502	5.023449
198.930000	195.370000	0.000100	0.000503	5.025977
198.910000	195.350000	0.000100	0.000502	5.024714
198.910000	195.330000	0.000100	0.000503	5.028508
198.880000	195.320000	0.000100	0.000503	5.027661
198.880000	195.310000	0.000100	0.000502	5.024714
198.870000	195.300000	0.000100	0.000503	5.026397
198.860000	195.290000	0.000100	0.000503	5.025556
198.840000	195.270000	0.000100	0.000503	5.028087
198.840000	195.260000	0.000100	0.000502	5.023871
198.830000	195.250000	0.000100	0.000503	5.026819
198.820000	195.230000	0.000100	0.000503	5.029769
198.810000	195.220000	0.000100	0.000503	5.025136
198.790000	195.210000	0.000100	0.000502	5.023448
198.780000	195.190000	0.000100	0.000502	5.022184
198.770000	195.180000	0.000100	0.000502	5.016703
198.760000	195.170000	0.000100	0.000502	5.019234
198.750000	195.160000	0.000100	0.000502	5.022184
198.740000	195.140000	0.000100	0.000502	5.020917
198.730000	195.130000	0.000100	0.000503	5.025558
198.710000	195.120000	0.000100	0.000503	5.027666
198.700000	195.110000	0.000100	0.000503	5.028086
198.690000	195.090000	0.000100	0.000503	5.032303
198.670000	195.080000	0.000100	0.000502	5.023873
198.670000	195.060000	0.000100	0.000503	5.030614
198.660000	195.050000	0.000100	0.000503	5.034406
198.640000	195.040000	0.000100	0.000504	5.035251
198.630000	195.030000	0.000100	0.000503	5.026398
198.610000	195.020000	0.000100	0.000503	5.027240
198.620000	195.000000	0.000100	0.000503	5.026403
198.590000	194.990000	0.000100	0.000503	5.030194
198.590000	194.980000	0.000100	0.000504	5.041153
198.570000	194.960000	0.000100	0.000503	5.026822
198.570000	194.950000	0.000100	0.000503	5.027666
198.550000	194.940000	0.000100	0.000503	5.028509
198.540000	194.920000	0.000100	0.000503	5.025977
198.530000	194.910000	0.000100	0.000503	5.028081
198.520000	194.900000	0.000100	0.000503	5.029351
198.510000	194.890000	0.000100	0.000504	5.035671
198.500000	194.880000	0.000100	0.000503	5.028084
198.490000	194.860000	0.000100	0.000503	5.027239
198.470000	194.850000	0.000100	0.000504	5.039042
198.460000	194.830000	0.000100	0.000503	5.034829
198.450000	194.830000	0.000100	0.000504	5.039887
198.440000	194.810000	0.000100	0.000503	5.029768
198.430000	194.800000	0.000100	0.000504	5.036938
198.420000	194.780000	0.000100	0.000503	5.031877
198.410000	194.770000	0.000100	0.000504	5.037779
198.390000	194.760000	0.000100	0.000504	5.042413
198.380000	194.750000	0.000100	0.000505	5.049583
198.370000	194.730000	0.000100	0.000504	5.040729
198.360000	194.720000	0.000100	0.000504	5.036517
198.350000	194.700000	0.000100	0.000504	5.035673
198.340000	194.700000	0.000100	0.000504	5.036935
198.330000	194.680000	0.000100	0.000504	5.035672
198.320000	194.670000	0.000100	0.000504	5.040730
198.310000	194.660000	0.000100	0.000503	5.030189
198.290000	194.640000	0.000100	0.000503	5.033565
198.280000	194.630000	0.000100	0.000503	5.034829
198.270000	194.620000	0.000100	0.000504	5.042416
198.260000	194.610000	0.000100	0.000503	5.025133
198.250000	194.590000	0.000100	0.000504	5.038623
198.240000	194.580000	0.000100	0.000503	5.033143
198.230000	194.570000	0.000100	0.000504	5.042838
198.210000	194.550000	0.000100	0.000504	5.038620
198.200000	194.540000	0.000100	0.000504	5.043683
198.190000	194.530000	0.000100	0.000504	5.038203
198.180000	194.520000	0.000100	0.000504	5.040309
198.170000	194.510000	0.000100	0.000503	5.033560
198.160000	194.490000	0.000100	0.000504	5.042837
198.150000	194.470000	0.000100	0.000504	5.038199
198.130000	194.460000	0.000100	0.000504	5.044523
198.120000	194.450000	0.000100	0.000505	5.047053
198.110000	194.440000	0.000100	0.000504	5.044946
198.100000	194.430000	0.000100	0.000504	5.040310
198.090000	194.420000	0.000100	0.000504	5.043260
198.070000	194.400000	0.000100	0.000504	5.044522
198.070000	194.390000	0.000100	0.000505	5.054637
198.060000	194.380000	0.000100	0.000504	5.040730
198.050000	194.360000	0.000100	0.000504	5.044945
198.040000	194.350000	0.000100	0.000504	5.040307
198.020000	194.340000	0.000100	0.000504	5.043683
198.020000	194.330000	0.000100	0.000504	5.036092
198.000000	194.320000	0.000100	0.000503	5.032300
197.990000	194.310000	0.000100	0.000503	5.030190
197.970000	194.290000	0.000100	0.000505	5.052952
197.960000	194.280000	0.000100	0.000505	5.045784
197.960000	194.260000	0.000100	0.000505	5.048318
197.940000	194.250000	0.000100	0.000505	5.045368
197.930000	194.240000	0.000100	0.000504	5.043258
197.920000	194.220000	0.000100	0.000505	5.049581
197.910000	194.220000	0.000100	0.000504	5.042832
197.900000	194.200000	0.000100	0.000505	5.050423
197.880000	194.190000	0.000100	0.000505	5.052109
197.870000	194.180000	0.000100	0.000505	5.049582
197.860000	194.160000	0.000100	0.000505	5.049158
197.840000	194.150000	0.000100	0.000504	5.041571
197.840000	194.140000	0.000100	0.000505	5.052533
197.830000	194.130000	0.000100	0.000505	5.045367
197.820000	194.120000	0.000100	0.000505	5.050425
197.800000	194.100000	0.000100	0.000505	5.045364
197.800000	194.090000	0.000100	0.000504	5.041150
197.780000	194.070000	0.000100	0.000505	5.054637
197.780000	194.060000	0.000100	0.000504	5.039885
197.760000	194.050000	0.000100	0.000504	5.040727
197.750000	194.040000	0.000100	0.000504	5.040729
197.730000	194.030000	0.000100	0.000505	5.048738
197.730000	194.020000	0.000100	0.000505	5.047475
197.720000	194.000000	0.000100	0.000504	5.044942
197.710000	193.990000	0.000100	0.000504	5.042836
197.690000	193.970000	0.000100	0.000505	5.051689
197.690000	193.960000	0.000100	0.000505	5.050423
197.660000	193.950000	0.000100	0.000505	5.049581
197.650000	193.940000	0.000100	0.000505	5.052105
197.650000	193.930000	0.000100	0.000505	5.048313
197.630000	193.920000	0.000100	0.000506	5.062646
197.610000	193.900000	0.000100	0.000506	5.063487
197.610000	193.890000	0.000100	0.000505	5.047892
197.600000	193.880000	0.000100	0.000505	5.050002
197.590000	193.860000	0.000100	0.000505	5.047894
197.570000	193.850000	0.000100	0.000505	5.047052
197.560000	193.840000	0.000100	0.000505	5.052530
197.540000	193.820000	0.000100	0.000505	5.046631
197.530000	193.810000	0.000100	0.000504	5.044099
197.520000	193.800000	0.000100	0.000505	5.053373
197.520000	193.790000	0.000100	0.000505	5.049581
197.500000	193.780000	0.000100	0.000504	5.041993
197.490000	193.760000	0.000100	0.000506	5.057589
197.480000	193.750000	0.000100	0.000505	5.045365
197.470000	193.740000	0.000100	0.000504	5.044946
197.450000	193.730000	0.000100	0.000505	5.051689
197.440000	193.710000	0.000100	0.000506	5.057168
197.430000	193.700000	0.000100	0.000505	5.052108
197.420000	193.690000	0.000100	0.000505	5.053796
197.410000	193.670000	0.000100	0.000505	5.053373
197.390000	193.660000	0.000100	0.000505	5.050422
197.380000	193.650000	0.000100	0.000506	5.060540
197.370000	193.640000	0.000100	0.000506	5.062647
197.370000	193.630000	0.000100	0.000505	5.053373
197.350000	193.620000	0.000100	0.000506	5.058852
197.330000	193.600000	0.000100	0.000506	5.059275
197.320000	193.590000	0.000100	0.000506	5.061387
197.300000	193.570000	0.000100	0.000506	5.055902
197.290000	193.560000	0.000100	0.000506	5.055900
197.280000	193.550000	0.000100	0.000506	5.055477
197.270000	193.530000	0.000100	0.000507	5.069810
197.260000	193.520000	0.000100	0.000506	5.062226
197.250000	193.510000	0.000100	0.000505	5.052529
197.250000	193.500000	0.000100	0.000507	5.065600
197.220000	193.490000	0.000100	0.000505	5.054637
197.220000	193.480000	0.000100	0.000505	5.047049
197.200000	193.460000	0.000100	0.000506	5.058434
197.190000	193.450000	0.000100	0.000506	5.058854
197.180000	193.440000	0.000100	0.000505	5.053793
197.170000	193.420000	0.000100	0.000506	5.058432
197.150000	193.410000	0.000100	0.000506	5.061382
197.140000	193.400000	0.000100	0.000506	5.063069
197.140000	193.390000	0.000100	0.000506	5.061381
197.110000	193.370000	0.000100	0.000507	5.069389
197.110000	193.360000	0.000100	0.000507	5.068129
197.100000	193.350000	0.000100	0.000506	5.063069
197.080000	193.340000	0.000100	0.000507	5.073185
197.070000	193.320000	0.000100	0.000507	5.074872
197.060000	193.310000	0.000100	0.000507	5.066441
197.050000	193.300000	0.000100	0.000506	5.060118
197.030000	193.290000	0.000100	0.000507	5.067282
197.020000	193.270000	0.000100	0.000506	5.062644
197.020000	193.260000	0.000100	0.000506	5.063489
197.000000	193.250000	0.000100	0.000506	5.064753
197.000000	193.240000	0.000100	0.000506	5.062647
196.980000	193.220000	0.000100	0.000506	5.059274
196.960000	193.210000	0.000100	0.000507	5.066444
196.960000	193.200000	0.000100	0.000507	5.066859
196.950000	193.190000	0.000100	0.000506	5.064332
196.920000	193.170000	0.000100	0.000507	5.072341
196.910000	193.160000	0.000100	0.000507	5.065597
196.910000	193.150000	0.000100	0.000507	5.065599
196.890000	193.130000	0.000100	0.000506	5.060540
196.880000	193.120000	0.000100	0.000507	5.065176
196.870000	193.110000	0.000100	0.000507	5.070654
196.860000	193.100000	0.000100	0.000507	5.066019
196.840000	193.080000	0.000100	0.000508	5.075712
196.840000	193.070000	0.000100	0.000508	5.077818
196.820000	193.060000	0.000100	0.000507	5.068126
196.810000	193.050000	0.000100	0.000507	5.072342
196.800000	193.030000	0.000100	0.000507	5.072343
196.790000	193.020000	0.000100	0.000507	5.068969
196.770000	193.010000	0.000100	0.000506	5.063067
196.760000	192.990000	0.000100	0.000507	5.074869
196.750000	192.980000	0.000100	0.000507	5.066439
196.740000	192.970000	0.000100	0.000506	5.061382
196.720000	192.960000	0.000100	0.000508	5.075289
196.720000	192.940000	0.000100	0.000507	5.070231
196.700000	192.930000	0.000100	0.000507	5.074449
196.690000	192.920000	0.000100	0.000507	5.070657
196.680000	192.910000	0.000100	0.000507	5.072758
196.660000	192.890000	0.000100	0.000507	5.071075
196.650000	192.880000	0.000100	0.000507	5.072760
196.640000	192.870000	0.000100	0.000507	5.072339
196.620000	192.860000	0.000100	0.000507	5.070655
196.620000	192.840000	0.000100	0.000507	5.071920
196.590000	192.830000	0.000100	0.000507	5.069810
196.590000	192.820000	0.000100	0.000508	5.084140
196.580000	192.800000	0.000100	0.000507	5.066018
196.560000	192.790000	0.000100	0.000509	5.088354
196.560000	192.780000	0.000100	0.000508	5.081192
196.540000	192.770000	0.000100	0.000508	5.078242
196.530000	192.760000	0.000100	0.000507	5.074026
196.520000	192.740000	0.000100	0.000507	5.074868
196.510000	192.730000	0.000100	0.000508	5.077818
196.490000	192.720000	0.000100	0.000508	5.078241
196.480000	192.700000	0.000100	0.000508	5.080347
196.470000	192.700000	0.000100	0.000508	5.079084
196.470000	192.680000	0.000100	0.000507	5.072764
196.450000	192.670000	0.000100	0.000507	5.071072
196.440000	192.650000	0.000100	0.000507	5.074028
196.420000	192.640000	0.000100	0.000508	5.080348
196.410000	192.630000	0.000100	0.000509	5.085404
196.400000	192.610000	0.000100	0.000508	5.079088
196.390000	192.600000	0.000100	0.000508	5.077822
196.380000	192.590000	0.000100	0.000508	5.083298
196.360000	192.590000	0.000100	0.000509	5.090464
196.340000	192.570000	0.000100	0.000509	5.091308
196.340000	192.550000	0.000100	0.000508	5.079084
196.320000	192.550000	0.000100	0.000508	5.081189
196.320000	192.530000	0.000100	0.000508	5.084563
196.310000	192.510000	0.000100	0.000508	5.082457
196.290000	192.510000	0.000100	0.000508	5.084142
196.290000	192.480000	0.000100	0.000508	5.080767
196.270000	192.480000	0.000100	0.000508	5.075290
196.260000	192.470000	0.000100	0.000509	5.086247
196.250000	192.450000	0.000100	0.000509	5.087518
196.230000	192.440000	0.000100	0.000508	5.075295
196.220000	192.430000	0.000100	0.000507	5.074867
196.210000	192.420000	0.000100	0.000507	5.073603
196.200000	192.400000	0.000100	0.000508	5.075713
196.190000	192.390000	0.000100	0.000508	5.084142
196.170000	192.380000	0.000100	0.000509	5.090464
196.160000	192.370000	0.000100	0.000508	5.084143
196.140000	192.350000	0.000100	0.000509	5.087093
196.130000	192.340000	0.000100	0.000509	5.087936
196.120000	192.330000	0.000100	0.000508	5.081610
196.100000	192.320000	0.000100	0.000508	5.082877
196.100000	192.300000	0.000100	0.000510	5.095099
196.080000	192.290000	0.000100	0.000509	5.093833
196.050000	192.270000	0.000100	0.000509	5.090886
196.050000	192.270000	0.000100	0.000509	5.085827
196.050000	192.250000	0.000100	0.000509	5.086248
196.020000	192.240000	0.000100	0.000510	5.096786
196.010000	192.220000	0.000100	0.000508	5.082872
196.000000	192.220000	0.000100	0.000509	5.086667
195.990000	192.200000	0.000100	0.000508	5.083717
195.980000	192.190000	0.000100	0.000508	5.084561
195.960000	192.180000	0.000100	0.000509	5.092996
195.940000	192.160000	0.000100	0.000509	5.090042
195.930000	192.150000	0.000100	0.000509	5.087093
195.930000	192.130000	0.000100	0.000508	5.084143
195.910000	192.120000	0.000100	0.000509	5.090463
195.890000	192.110000	0.000100	0.000509	5.092570
195.880000	192.100000	0.000100	0.000509	5.087092
195.860000	192.080000	0.000100	0.000510	5.095100
195.860000	192.080000	0.000100	0.000509	5.088776
195.840000	192.060000	0.000100	0.000509	5.087092
195.840000	192.050000	0.000100	0.000509	5.091728
195.810000	192.030000	0.000100	0.000510	5.098475
195.810000	192.020000	0.000100	0.000509	5.089199
195.790000	192.010000	0.000100	0.000509	5.085829
195.770000	191.990000	0.000100	0.000509	5.089201
195.770000	191.980000	0.000100	0.000510	5.096365
195.750000	191.980000	0.000100	0.000509	5.087095
195.750000	191.960000	0.000100	0.000509	5.092994
195.730000	191.950000	0.000100	0.000509	5.088359
195.700000	191.930000	0.000100	0.000509	5.093834
195.700000	191.930000	0.000100	0.000509	5.088778
195.690000	191.910000	0.000100	0.000509	5.093836
195.680000	191.900000	0.000100	0.000509	5.087934
195.660000	191.890000	0.000100	0.000510	5.095522
195.640000	191.870000	0.000100	0.000510	5.098472
195.630000	191.850000	0.000100	0.000510	5.095519
195.620000	191.850000	0.000100	0.000510	5.098890
195.610000	191.840000	0.000100	0.000510	5.096367
195.590000	191.820000	0.000100	0.000509	5.093415
195.580000	191.810000	0.000100	0.000510	5.095098
195.560000	191.800000	0.000100	0.000509	5.089201
195.550000	191.790000	0.000100	0.000511	5.105216
195.530000	191.770000	0.000100	0.000509	5.094680
195.520000	191.760000	0.000100	0.000510	5.098474
195.520000	191.740000	0.000100	0.000510	5.095101
195.500000	191.730000	0.000100	0.000510	5.095944
195.480000	191.720000	0.000100	0.000511	5.105637
195.470000	191.710000	0.000100	0.000510	5.101002
195.460000	191.690000	0.000100	0.000510	5.096790
195.440000	191.680000	0.000100	0.000510	5.097628
195.440000	191.670000	0.000100	0.000510	5.096786
195.420000	191.650000	0.000100	0.000511	5.106900
195.420000	191.650000	0.000100	0.000510	5.098053
195.400000	191.630000	0.000100	0.000510	5.096366
195.380000	191.620000	0.000100	0.000509	5.090465
195.370000	191.600000	0.000100	0.000510	5.097205
195.360000	191.600000	0.000100	0.000510	5.097209
195.340000	191.580000	0.000100	0.000510	5.098895
195.330000	191.570000	0.000100	0.000511	5.105214
195.320000	191.560000	0.000100	0.000510	5.104793
195.300000	191.540000	0.000100	0.000510	5.096364
195.300000	191.540000	0.000100	0.000510	5.104794
195.280000	191.520000	0.000100	0.000510	5.098472
195.250000	191.510000	0.000100	0.000510	5.095520
195.250000	191.490000	0.000100	0.000510	5.098469
195.240000	191.480000	0.000100	0.000510	5.104794
195.220000	191.470000	0.000100	0.000511	5.113647
195.210000	191.450000	0.000100	0.000510	5.098893
195.190000	191.440000	0.000100	0.000510	5.103530
195.190000	191.420000	0.000100	0.000510	5.102686
195.170000	191.410000	0.000100	0.000511	5.105217
195.150000	191.410000	0.000100	0.000510	5.099737
195.140000	191.390000	0.000100	0.000510	5.101846
195.120000	191.370000	0.000100	0.000510	5.102263
195.120000	191.360000	0.000100	0.000510	5.101844
195.100000	191.350000	0.000100	0.000510	5.099738
195.090000	191.330000	0.000100	0.000509	5.092146
195.090000	191.330000	0.000100	0.000510	5.102688
195.070000	191.310000	0.000100	0.000510	5.098048
195.060000	191.300000	0.000100	0.000510	5.103109
195.030000	191.290000	0.000100	0.000511	5.108588
195.010000	191.280000	0.000100	0.000510	5.100157
195.010000	191.270000	0.000100	0.000510	5.098048
195.000000	191.250000	0.000100	0.000511	5.111960
194.990000	191.240000	0.000100	0.000512	5.120390
194.970000	191.230000	0.000100	0.000511	5.108588
194.960000	191.200000	0.000100	0.000511	5.109011
194.950000	191.200000	0.000100	0.000512	5.119123
194.930000	191.190000	0.000100	0.000512	5.115754
194.910000	191.170000	0.000100	0.000512	5.117859
194.900000	191.160000	0.000100	0.000511	5.106900
194.890000	191.150000	0.000100	0.000511	5.111538
194.890000	191.130000	0.000100	0.000511	5.111116
194.860000	191.120000	0.000100	0.000510	5.103105
194.860000	191.110000	0.000100	0.000511	5.107743
194.840000	191.100000	0.000100	0.000510	5.102685
194.830000	191.080000	0.000100	0.000511	5.108166
194.810000	191.080000	0.000100	0.000512	5.115329
194.800000	191.060000	0.000100	0.000511	5.111117
194.790000	191.050000	0.000100	0.000510	5.102267
194.770000	191.030000	0.000100	0.000511	5.108166
194.760000	191.020000	0.000100	0.000511	5.111958
194.750000	191.010000	0.000100	0.000512	5.116178
194.740000	190.990000	0.000100	0.000510	5.103950
194.720000	190.990000	0.000100	0.000511	5.112383
194.720000	190.970000	0.000100	0.000512	5.115332
194.700000	190.960000	0.000100	0.000511	5.110276
194.680000	190.940000	0.000100	0.000511	5.108166
194.670000	190.940000	0.000100	0.000512	5.122917
194.660000	190.920000	0.000100	0.000511	5.114065
194.640000	190.910000	0.000100	0.000511	5.112380
194.620000	190.890000	0.000100	0.000511	5.114910
194.620000	190.880000	0.000100	0.000511	5.106057
194.600000	190.870000	0.000100	0.000511	5.111536
194.590000	190.860000	0.000100	0.000511	5.112380
194.580000	190.850000	0.000100	0.000511	5.111118
194.570000	190.830000	0.000100	0.000511	5.113643
194.560000	190.820000	0.000100	0.000512	5.119125
194.540000	190.800000	0.000100	0.000511	5.112807
194.530000	190.790000	0.000100	0.000511	5.114065
194.520000	190.780000	0.000100	0.000512	5.116594
194.500000	190.770000	0.000100	0.000512	5.121231
194.490000	190.760000	0.000100	0.000512	5.115329
194.470000	190.740000	0.000100	0.000512	5.116593
194.470000	190.730000	0.000100	0.000512	5.117860
194.450000	190.720000	0.000100	0.000511	5.114488
194.440000	190.700000	0.000100	0.000512	5.119125
194.420000	190.690000	0.000100	0.000511	5.110696
194.410000	190.680000	0.000100	0.000512	5.120387
